step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
7200,2.643031e-07,2.181025e+01,1.294578e-11,3.431874e-04,0.000000e+00,3.432176e-04,3.018423e-04,0.000000e+00,1.252712e-08,-6.655534e-09,-1.465969e-10,-1.817192e-09,-6.744386e-09,-1.662378e-09,1.434432e-08,0.0000,91.8003,8.1997,1.512869e+02
7300,2.679740e-07,2.204402e+01,1.308454e-11,3.437922e-04,0.000000e+00,3.406775e-04,3.059931e-04,0.000000e+00,1.241711e-08,-6.613667e-09,-1.652811e-10,-1.831130e-09,-6.741769e-09,-1.663787e-09,1.424824e-08,0.0000,92.0283,7.9717,1.510401e+02
7400,2.716449e-07,2.225751e+01,1.321126e-11,3.437317e-04,0.000000e+00,3.440643e-04,3.092109e-04,0.000000e+00,1.254212e-08,-6.671693e-09,-1.584750e-10,-1.840823e-09,-6.738135e-09,-1.664528e-09,1.438294e-08,0.0000,92.2728,7.7272,1.509916e+02
7500,2.753158e-07,2.245438e+01,1.332811e-11,3.418266e-04,0.000000e+00,3.435200e-04,3.099935e-04,0.000000e+00,1.251888e-08,-6.661060e-09,-1.437984e-10,-1.844975e-09,-6.735634e-09,-1.664802e-09,1.436385e-08,0.0000,92.5133,7.4867,1.509450e+02
7600,2.789866e-07,2.266210e+01,1.345141e-11,3.411916e-04,0.000000e+00,3.412823e-04,3.076050e-04,0.000000e+00,1.243850e-08,-6.622009e-09,-1.307325e-10,-1.845299e-09,-6.691022e-09,-1.665525e-09,1.428380e-08,0.0000,92.7265,7.2735,1.509922e+02
7700,2.826575e-07,2.290084e+01,1.359311e-11,3.430967e-04,0.000000e+00,3.433688e-04,3.044933e-04,0.000000e+00,1.250876e-08,-6.651542e-09,-1.405314e-10,-1.839071e-09,-6.671445e-09,-1.662662e-09,1.434783e-08,0.0000,92.9305,7.0695,1.507690e+02
7800,2.863284e-07,2.314051e+01,1.373537e-11,3.410706e-04,0.000000e+00,3.382886e-04,3.023172e-04,0.000000e+00,1.231658e-08,-6.557944e-09,-1.146353e-10,-1.832220e-09,-6.654279e-09,-1.663557e-09,1.414880e-08,0.0000,93.0983,6.9017,1.506815e+02
7900,2.899993e-07,2.343220e+01,1.390851e-11,3.440039e-04,0.000000e+00,3.449110e-04,2.968383e-04,0.000000e+00,1.254803e-08,-6.696756e-09,-1.423455e-10,-1.831029e-09,-6.635562e-09,-1.669940e-09,1.437906e-08,0.0000,93.2871,6.7129,1.505950e+02
8000,2.936701e-07,2.375546e+01,1.410039e-11,3.425524e-04,0.000000e+00,3.420081e-04,2.902830e-04,0.000000e+00,1.244238e-08,-6.620362e-09,-1.314052e-10,-1.817991e-09,-6.610137e-09,-1.664267e-09,1.426037e-08,0.0000,93.4547,6.5453,1.504072e+02
8100,2.973410e-07,2.410702e+01,1.430906e-11,3.398006e-04,0.000000e+00,3.397099e-04,2.829546e-04,0.000000e+00,1.234336e-08,-6.584003e-09,-1.619141e-10,-1.817540e-09,-6.592835e-09,-1.670167e-09,1.416090e-08,0.0000,93.6159,6.3841,1.501875e+02
8200,3.010119e-07,2.451645e+01,1.455208e-11,3.436712e-04,0.000000e+00,3.411614e-04,2.774686e-04,0.000000e+00,1.237713e-08,-6.603627e-09,-1.572240e-10,-1.811405e-09,-6.565959e-09,-1.668689e-09,1.418853e-08,0.0000,93.7539,6.2461,1.497573e+02
8300,3.046828e-07,2.496541e+01,1.481857e-11,3.419173e-04,0.000000e+00,3.407682e-04,2.693224e-04,0.000000e+00,1.233017e-08,-6.595639e-09,-1.772459e-10,-1.810040e-09,-6.559528e-09,-1.671456e-09,1.414021e-08,0.0000,93.8940,6.1060,1.491413e+02
8400,3.083536e-07,2.546028e+01,1.511231e-11,3.412218e-04,0.000000e+00,3.396494e-04,2.612031e-04,0.000000e+00,1.228411e-08,-6.580047e-09,-1.906513e-10,-1.814362e-09,-6.565192e-09,-1.676962e-09,1.409848e-08,0.0000,94.0245,5.9755,1.490929e+02
8500,3.120245e-07,2.596901e+01,1.541427e-11,3.405868e-04,0.000000e+00,3.425826e-04,2.583276e-04,0.000000e+00,1.235752e-08,-6.639000e-09,-1.956731e-10,-1.814433e-09,-6.556826e-09,-1.678449e-09,1.417195e-08,0.0000,94.1725,5.8275,1.485065e+02
8600,3.156954e-07,2.650035e+01,1.572965e-11,3.424919e-04,0.000000e+00,3.416754e-04,2.565773e-04,0.000000e+00,1.230769e-08,-6.618461e-09,-2.016911e-10,-1.818434e-09,-6.558060e-09,-1.679223e-09,1.412613e-08,0.0000,94.2964,5.7036,1.481433e+02
8700,3.193663e-07,2.704492e+01,1.605289e-11,3.425826e-04,0.000000e+00,3.399518e-04,2.545274e-04,0.000000e+00,1.222044e-08,-6.588944e-09,-1.943867e-10,-1.825492e-09,-6.579513e-09,-1.680641e-09,1.404594e-08,0.0000,94.4035,5.5965,1.477246e+02
8800,3.230371e-07,2.759754e+01,1.638090e-11,3.431874e-04,0.000000e+00,3.401332e-04,2.538326e-04,0.000000e+00,1.219539e-08,-6.600465e-09,-1.901156e-10,-1.831716e-09,-6.618456e-09,-1.688584e-09,1.402711e-08,0.0000,94.5036,5.4964,1.472110e+02
